name,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist
Nothing Like You,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,196320,47,0.355,0.62,0.443,0.0,0.108,-7.984,0.028,141.984,4,Luke Combs
Better Together,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,219573,52,0.827,0.552,0.225,0.0,0.111,-11.501,0.0477,138.002,4,Luke Combs
Six Feet Apart,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,199066,47,0.325,0.576,0.582,0.0,0.276,-5.945,0.0269,77.955,4,Luke Combs
Cold As You,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,186106,72,0.0527,0.598,0.846,0.0,0.113,-4.956,0.0355,144.04,4,Luke Combs
The Other Guy,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,190720,62,0.216,0.567,0.726,0.0,0.12,-4.705,0.0309,141.92,4,Luke Combs
My Kinda Folk,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,267306,54,0.00646,0.52,0.929,1.56e-06,0.345,-4.592,0.0451,148.147,4,Luke Combs
Without You,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,224986,62,0.307,0.522,0.659,0.0,0.102,-6.016,0.0304,141.996,4,Luke Combs
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,232533,80,0.191,0.487,0.65,0.0,0.0933,-5.195,0.0253,151.964,4,Luke Combs
Beer Never Broke My Heart,What You See Is What You Get,2019-11-08,186733,80,0.0139,0.538,0.863,0.0,0.0874,-4.483,0.0481,77.001,4,Luke Combs
Refrigerator Door,What You See Is What You Get,2019-11-08,204240,63,0.011,0.459,0.864,3.36e-06,0.314,-4.397,0.059,74.867,4,Luke Combs
Even Though I'm Leaving,What You See Is What You Get,2019-11-08,225253,72,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,77.962,4,Luke Combs
Lovin' On You,What You See Is What You Get,2019-11-08,194866,73,0.00165,0.572,0.949,0.000195,0.163,-4.865,0.06,118.974,4,Luke Combs
Moon Over Mexico,What You See Is What You Get,2019-11-08,204640,60,0.456,0.493,0.772,3.2e-06,0.107,-5.875,0.0452,140.996,4,Luke Combs
"1, 2 Many",What You See Is What You Get,2019-11-08,180906,74,0.0397,0.54,0.821,0.0,0.423,-3.789,0.0873,148.798,4,Luke Combs
Blue Collar Boys,What You See Is What You Get,2019-11-08,219920,62,0.00807,0.531,0.813,0.0,0.359,-5.517,0.0327,154.134,4,Luke Combs
New Every Day,What You See Is What You Get,2019-11-08,199293,53,0.302,0.466,0.7,0.0,0.0798,-5.577,0.0431,77.087,4,Luke Combs
Reasons,What You See Is What You Get,2019-11-08,224293,56,0.056,0.446,0.851,1.91e-05,0.264,-4.74,0.0416,84.928,4,Luke Combs
Every Little Bit Helps,What You See Is What You Get,2019-11-08,247826,55,0.0121,0.552,0.876,0.0,0.152,-4.268,0.0437,121.979,4,Luke Combs
Dear Today,What You See Is What You Get,2019-11-08,219733,55,0.606,0.492,0.21,1.35e-06,0.109,-10.658,0.0359,153.017,4,Luke Combs
What You See Is What You Get,What You See Is What You Get,2019-11-08,171920,67,0.0645,0.593,0.805,0.0,0.226,-4.892,0.0347,103.949,4,Luke Combs
Does To Me (feat. Eric Church),What You See Is What You Get,2019-11-08,223320,70,0.311,0.616,0.849,0.0,0.311,-4.897,0.0373,113.065,4,Luke Combs
Angels Workin' Overtime,What You See Is What You Get,2019-11-08,253786,52,0.188,0.639,0.972,3.6e-05,0.254,-3.993,0.073,129.999,4,Luke Combs
All Over Again,What You See Is What You Get,2019-11-08,208880,59,0.00563,0.499,0.85,0.0,0.226,-5.372,0.0808,156.964,4,Luke Combs
Nothing Like You,What You See Is What You Get,2019-11-08,196320,61,0.355,0.62,0.443,0.0,0.108,-7.984,0.028,141.984,4,Luke Combs
Better Together,What You See Is What You Get,2019-11-08,219573,77,0.827,0.552,0.225,0.0,0.111,-11.501,0.0477,138.002,4,Luke Combs
Six Feet Apart,What You See Is What You Get,2019-11-08,199068,58,0.335,0.565,0.598,0.0,0.124,-5.894,0.0276,155.814,4,Luke Combs
Out There,This One's for You Too (Deluxe Edition),2018-06-01,203680,51,0.00325,0.435,0.838,3.1e-06,0.352,-4.478,0.0511,146.966,4,Luke Combs
Memories Are Made Of,This One's for You Too (Deluxe Edition),2018-06-01,216666,55,0.0159,0.694,0.718,1.72e-06,0.287,-6.188,0.0322,121.074,4,Luke Combs
Lonely One,This One's for You Too (Deluxe Edition),2018-06-01,206106,53,0.131,0.495,0.628,6.77e-06,0.104,-5.288,0.029,144.944,4,Luke Combs
Beer Can,This One's for You Too (Deluxe Edition),2018-06-01,210920,51,0.0032,0.545,0.836,0.0,0.0737,-5.42,0.0453,147.983,4,Luke Combs
Hurricane,This One's for You Too (Deluxe Edition),2018-06-01,222533,57,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,4,Luke Combs
One Number Away,This One's for You Too (Deluxe Edition),2018-06-01,221800,59,0.00585,0.544,0.781,0.0,0.191,-6.16,0.0311,144.072,4,Luke Combs
Don't Tempt Me,This One's for You Too (Deluxe Edition),2018-06-01,211866,54,0.00965,0.557,0.844,0.0,0.0536,-4.623,0.0376,147.079,3,Luke Combs
When It Rains It Pours,This One's for You Too (Deluxe Edition),2018-06-01,240760,56,0.013,0.551,0.801,6.03e-06,0.265,-5.069,0.0303,128.021,4,Luke Combs
This One's for You,This One's for You Too (Deluxe Edition),2018-06-01,230240,51,0.444,0.439,0.497,1.46e-06,0.108,-7.811,0.0549,74.124,4,Luke Combs
Be Careful What You Wish For,This One's for You Too (Deluxe Edition),2018-06-01,175493,51,0.0105,0.501,0.876,0.0,0.135,-4.792,0.0404,159.029,4,Luke Combs
I Got Away with You,This One's for You Too (Deluxe Edition),2018-06-01,227560,54,0.151,0.523,0.467,0.0,0.132,-8.628,0.0297,74.462,4,Luke Combs
Honky Tonk Highway,This One's for You Too (Deluxe Edition),2018-06-01,212080,54,0.0576,0.602,0.699,0.0,0.0932,-4.37,0.0347,131.977,4,Luke Combs
"Houston, We Got a Problem",This One's for You Too (Deluxe Edition),2018-06-01,191986,72,0.0961,0.521,0.762,6.15e-06,0.395,-5.059,0.0362,143.866,4,Luke Combs
Must've Never Met You,This One's for You Too (Deluxe Edition),2018-06-01,198880,72,0.00951,0.455,0.892,0.0,0.143,-3.218,0.0564,75.218,4,Luke Combs
Beautiful Crazy,This One's for You Too (Deluxe Edition),2018-06-01,193200,84,0.676,0.551,0.402,0.0,0.0928,-7.431,0.0262,103.313,4,Luke Combs
A Long Way,This One's for You Too (Deluxe Edition),2018-06-01,217280,60,0.0194,0.483,0.713,0.000144,0.316,-5.027,0.0295,161.903,4,Luke Combs
She Got the Best of Me,This One's for You Too (Deluxe Edition),2018-06-01,183160,82,0.0292,0.533,0.907,0.0,0.386,-3.793,0.0406,150.99,4,Luke Combs
Out There,This One's for You,2017-06-02,203680,48,0.00325,0.435,0.838,3.1e-06,0.352,-4.478,0.0511,146.966,4,Luke Combs
Memories Are Made Of,This One's for You,2017-06-02,216666,59,0.0159,0.694,0.718,1.72e-06,0.287,-6.188,0.0322,121.074,4,Luke Combs
Lonely One,This One's for You,2017-06-02,206106,50,0.131,0.495,0.628,6.77e-06,0.104,-5.288,0.029,144.944,4,Luke Combs
Beer Can,This One's for You,2017-06-02,210920,62,0.0032,0.545,0.836,0.0,0.0737,-5.42,0.0453,147.983,4,Luke Combs
Hurricane,This One's for You,2017-06-02,222533,80,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,4,Luke Combs
One Number Away,This One's for You,2017-06-02,221800,79,0.00585,0.544,0.781,0.0,0.191,-6.16,0.0311,144.075,4,Luke Combs
Don't Tempt Me,This One's for You,2017-06-02,211866,50,0.00962,0.557,0.844,0.0,0.0536,-4.623,0.0376,147.077,3,Luke Combs
When It Rains It Pours,This One's for You,2017-06-02,240760,83,0.013,0.551,0.801,6.03e-06,0.265,-5.069,0.0303,128.027,4,Luke Combs
This One's for You,This One's for You,2017-06-02,230240,55,0.444,0.499,0.497,1.41e-06,0.108,-7.811,0.0449,149.278,4,Luke Combs
Be Careful What You Wish For,This One's for You,2017-06-02,175493,62,0.0106,0.501,0.876,0.0,0.135,-4.792,0.0404,159.025,4,Luke Combs
I Got Away with You,This One's for You,2017-06-02,227560,50,0.151,0.401,0.466,0.0,0.132,-8.625,0.0297,73.204,4,Luke Combs
Honky Tonk Highway,This One's for You,2017-06-02,212080,53,0.0576,0.574,0.699,0.0,0.0932,-4.37,0.0427,131.958,4,Luke Combs
Born With A Beer In My Hand,One Thing At A Time,2023-03-03,188523,69,0.0502,0.531,0.81,3.95e-05,0.357,-5.475,0.0401,148.026,4,Morgan Wallace
Last Night,One Thing At A Time,2023-03-03,163854,87,0.467,0.492,0.675,0.0,0.142,-5.456,0.0389,203.759,4,Morgan Wallace
Everything I Love,One Thing At A Time,2023-03-03,187047,76,0.00514,0.568,0.841,0.000503,0.147,-3.802,0.0261,103.983,4,Morgan Wallace
Man Made A Bar (feat. Eric Church),One Thing At A Time,2023-03-03,191231,83,0.123,0.498,0.764,3.07e-05,0.119,-5.006,0.0309,147.984,4,Morgan Wallace
Devil Don’t Know,One Thing At A Time,2023-03-03,205182,67,0.377,0.53,0.664,3.76e-05,0.0937,-5.648,0.0272,125.002,4,Morgan Wallace
One Thing At A Time,One Thing At A Time,2023-03-03,206864,78,0.00522,0.613,0.914,2.21e-06,0.26,-5.153,0.03,141.978,4,Morgan Wallace
’98 Braves,One Thing At A Time,2023-03-03,178704,76,0.0969,0.488,0.67,0.00022,0.257,-5.759,0.0268,142.139,4,Morgan Wallace
Ain’t That Some,One Thing At A Time,2023-03-03,158003,81,0.00232,0.641,0.803,3.86e-06,0.361,-5.781,0.0286,121.086,4,Morgan Wallace
I Wrote The Book,One Thing At A Time,2023-03-03,181766,73,0.0834,0.692,0.808,3.75e-05,0.0913,-3.757,0.0396,143.977,4,Morgan Wallace
Tennessee Numbers,One Thing At A Time,2023-03-03,225127,66,0.0487,0.425,0.738,0.00173,0.107,-5.368,0.0342,156.288,4,Morgan Wallace
Hope That’s True,One Thing At A Time,2023-03-03,186465,66,0.163,0.586,0.838,0.00016,0.0858,-4.892,0.0367,150.114,4,Morgan Wallace
Whiskey Friends,One Thing At A Time,2023-03-03,205579,70,0.0631,0.544,0.826,1.46e-05,0.113,-3.848,0.0288,142.029,4,Morgan Wallace
Sunrise,One Thing At A Time,2023-03-03,182522,74,0.259,0.613,0.765,4.28e-06,0.0832,-5.058,0.0318,139.993,4,Morgan Wallace
Keith Whitley,One Thing At A Time,2023-03-03,187518,66,0.0884,0.322,0.693,0.000316,0.0853,-4.366,0.0281,83.233,4,Morgan Wallace
In The Bible (feat. HARDY),One Thing At A Time,2023-03-03,195326,70,0.0119,0.488,0.806,6.02e-06,0.111,-4.451,0.0291,77.014,4,Morgan Wallace
You Proof,One Thing At A Time,2023-03-03,157477,85,0.265,0.732,0.839,0.0,0.602,-5.007,0.0345,119.724,4,Morgan Wallace
Thought You Should Know,One Thing At A Time,2023-03-03,215571,81,0.506,0.53,0.678,6.23e-06,0.138,-6.16,0.0278,140.05,4,Morgan Wallace
F150-50,One Thing At A Time,2023-03-03,191634,67,0.0653,0.541,0.754,0.0,0.109,-5.453,0.0276,90.904,4,Morgan Wallace
Neon Star (Country Boy Lullaby),One Thing At A Time,2023-03-03,171495,69,0.426,0.704,0.677,3.29e-06,0.118,-6.135,0.0288,92.021,4,Morgan Wallace
I Deserve A Drink,One Thing At A Time,2023-03-03,206137,71,0.0995,0.475,0.606,0.0171,0.0931,-4.906,0.03,123.009,3,Morgan Wallace
Wine Into Water,One Thing At A Time,2023-03-03,223968,67,0.0466,0.564,0.829,0.000184,0.118,-5.842,0.0281,122.038,4,Morgan Wallace
Me + All Your Reasons,One Thing At A Time,2023-03-03,174741,69,0.205,0.504,0.827,0.0,0.355,-5.48,0.0375,146.14,4,Morgan Wallace
Tennessee Fan,One Thing At A Time,2023-03-03,198255,67,0.0765,0.481,0.837,1.02e-06,0.0834,-4.763,0.0305,76.033,4,Morgan Wallace
Money On Me,One Thing At A Time,2023-03-03,175158,64,0.00813,0.485,0.78,0.00321,0.0845,-5.963,0.0292,75.063,4,Morgan Wallace
Thinkin’ Bout Me,One Thing At A Time,2023-03-03,177387,88,0.492,0.656,0.757,0.0,0.117,-5.775,0.0308,139.971,4,Morgan Wallace
Single Than She Was,One Thing At A Time,2023-03-03,160347,68,0.00761,0.664,0.649,1.01e-05,0.179,-5.946,0.0252,113.087,4,Morgan Wallace
Days That End In Why,One Thing At A Time,2023-03-03,162475,67,0.232,0.476,0.626,4.04e-05,0.165,-5.643,0.0263,80.03,3,Morgan Wallace
Last Drive Down Main,One Thing At A Time,2023-03-03,193163,67,0.116,0.45,0.846,3.21e-05,0.263,-4.091,0.0447,160.045,4,Morgan Wallace
Me To Me,One Thing At A Time,2023-03-03,138958,69,0.145,0.639,0.909,0.0,0.144,-4.176,0.048,114.04,4,Morgan Wallace
Don't Think Jesus,One Thing At A Time,2023-03-03,225665,65,0.525,0.566,0.416,4.07e-06,0.129,-6.811,0.0264,116.997,3,Morgan Wallace
180 (Lifestyle),One Thing At A Time,2023-03-03,189157,70,0.123,0.589,0.901,1.18e-05,0.167,-4.513,0.0433,83.878,4,Morgan Wallace
Had It,One Thing At A Time,2023-03-03,199108,64,0.416,0.397,0.756,0.000113,0.0859,-6.14,0.0307,79.961,3,Morgan Wallace
Cowgirls (feat. ERNEST),One Thing At A Time,2023-03-03,181621,84,0.199,0.624,0.766,8.62e-06,0.156,-3.805,0.0359,172.08,4,Morgan Wallace
Good Girl Gone Missin’,One Thing At A Time,2023-03-03,175031,69,0.316,0.558,0.492,3.13e-05,0.0729,-7.604,0.0273,86.031,4,Morgan Wallace
Outlook,One Thing At A Time,2023-03-03,193712,67,0.0342,0.526,0.764,6.77e-05,0.136,-6.038,0.0298,103.001,4,Morgan Wallace
Dying Man,One Thing At A Time,2023-03-03,183466,71,0.28,0.415,0.573,0.00449,0.0966,-6.567,0.0286,80.95,4,Morgan Wallace
Sand In My Boots,Dangerous: The Double Album (Bonus),2021-01-29,202133,55,0.59,0.403,0.537,0.0,0.112,-6.628,0.031,69.877,4,Morgan Wallace
Wasted On You,Dangerous: The Double Album (Bonus),2021-01-29,178520,55,0.373,0.505,0.657,0.00107,0.126,-5.24,0.0318,196.0,3,Morgan Wallace
Somebody’s Problem,Dangerous: The Double Album (Bonus),2021-01-29,161773,53,0.657,0.658,0.538,0.0,0.123,-7.676,0.0289,136.967,4,Morgan Wallace
More Surprised Than Me,Dangerous: The Double Album (Bonus),2021-01-29,157440,51,0.241,0.516,0.748,0.0,0.123,-6.049,0.0289,85.004,4,Morgan Wallace
865,Dangerous: The Double Album (Bonus),2021-01-29,190680,54,0.723,0.532,0.584,0.0,0.101,-5.254,0.0248,88.003,4,Morgan Wallace
Warning,Dangerous: The Double Album (Bonus),2021-01-29,156746,54,0.46,0.633,0.664,0.0,0.108,-5.037,0.0294,115.058,4,Morgan Wallace
Neon Eyes,Dangerous: The Double Album (Bonus),2021-01-29,226146,51,0.0214,0.576,0.843,8.04e-05,0.157,-5.26,0.029,126.009,4,Morgan Wallace
Outlaw (feat. Ben Burgess),Dangerous: The Double Album (Bonus),2021-01-29,229746,50,0.572,0.505,0.63,0.0,0.121,-5.758,0.0274,85.036,4,Morgan Wallace
Whiskey’d My Way,Dangerous: The Double Album (Bonus),2021-01-29,180786,51,0.603,0.443,0.518,0.00225,0.0984,-6.373,0.0266,185.764,3,Morgan Wallace
Wonderin’ Bout The Wind,Dangerous: The Double Album (Bonus),2021-01-29,182226,50,0.244,0.481,0.715,0.0,0.133,-5.626,0.0334,90.966,4,Morgan Wallace
Your Bartender,Dangerous: The Double Album (Bonus),2021-01-29,185093,52,0.247,0.555,0.771,7.26e-05,0.149,-5.237,0.0282,139.971,4,Morgan Wallace
Only Thing That’s Gone (feat. Chris Stapleton),Dangerous: The Double Album (Bonus),2021-01-29,196706,51,0.11,0.5,0.803,2.12e-05,0.296,-4.591,0.032,150.058,4,Morgan Wallace
Cover Me Up,Dangerous: The Double Album (Bonus),2021-01-29,293706,52,0.232,0.549,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,3,Morgan Wallace
7 Summers,Dangerous: The Double Album (Bonus),2021-01-29,210506,52,0.417,0.466,0.786,6.1e-05,0.125,-5.13,0.0328,203.903,4,Morgan Wallace
More Than My Hometown,Dangerous: The Double Album (Bonus),2021-01-29,216573,52,0.615,0.62,0.869,0.0,0.131,-5.479,0.0462,126.019,4,Morgan Wallace
Still Goin Down,Dangerous: The Double Album (Bonus),2021-01-29,186293,50,0.49,0.58,0.752,0.0,0.277,-5.078,0.0267,148.108,4,Morgan Wallace
"Rednecks, Red Letters, Red Dirt",Dangerous: The Double Album (Bonus),2021-01-29,185133,49,0.16,0.554,0.752,1.4e-06,0.122,-4.286,0.0249,140.042,4,Morgan Wallace
Dangerous,Dangerous: The Double Album (Bonus),2021-01-29,147893,53,0.216,0.635,0.772,0.0,0.285,-4.825,0.0279,119.017,4,Morgan Wallace
Beer Don’t,Dangerous: The Double Album (Bonus),2021-01-29,196080,47,0.0651,0.59,0.855,0.0,0.11,-4.562,0.0358,140.008,4,Morgan Wallace
Blame It On Me,Dangerous: The Double Album (Bonus),2021-01-29,162666,50,0.541,0.63,0.836,0.0,0.312,-4.591,0.0438,92.98,4,Morgan Wallace
Somethin’ Country,Dangerous: The Double Album (Bonus),2021-01-29,172626,48,0.169,0.6,0.942,0.0,0.29,-4.441,0.0402,145.981,4,Morgan Wallace
This Bar,Dangerous: The Double Album (Bonus),2021-01-29,185280,50,0.0921,0.553,0.884,0.00033,0.0463,-5.306,0.0771,110.074,4,Morgan Wallace
Country A$$ Shit,Dangerous: The Double Album (Bonus),2021-01-29,186186,49,0.0192,0.619,0.927,0.0,0.138,-3.765,0.0346,137.975,4,Morgan Wallace
Whatcha Think Of Country Now,Dangerous: The Double Album (Bonus),2021-01-29,182426,46,0.0215,0.523,0.966,0.0,0.322,-4.356,0.0355,145.016,4,Morgan Wallace
Me On Whiskey,Dangerous: The Double Album (Bonus),2021-01-29,210373,50,0.431,0.57,0.657,0.0,0.0777,-4.571,0.0262,142.031,4,Morgan Wallace
Need A Boat,Dangerous: The Double Album (Bonus),2021-01-29,185866,49,0.0998,0.54,0.896,0.0,0.267,-6.286,0.0333,160.034,4,Morgan Wallace
Silverado For Sale,Dangerous: The Double Album (Bonus),2021-01-29,224920,53,0.165,0.591,0.778,0.0,0.115,-5.927,0.0292,137.956,4,Morgan Wallace
Heartless - Wallen Album Mix,Dangerous: The Double Album (Bonus),2021-01-29,169613,48,0.662,0.61,0.641,0.0,0.17,-4.423,0.0289,111.001,4,Morgan Wallace
Livin’ The Dream,Dangerous: The Double Album (Bonus),2021-01-29,239120,49,0.581,0.621,0.753,0.00605,0.215,-5.904,0.0271,127.035,4,Morgan Wallace
Quittin’ Time,Dangerous: The Double Album (Bonus),2021-01-29,224546,49,0.461,0.418,0.628,1.99e-06,0.186,-8.493,0.0354,83.926,4,Morgan Wallace
This Side Of A Dust Cloud,Dangerous: The Double Album (Bonus),2021-01-29,199946,66,0.139,0.645,0.734,0.000833,0.159,-5.892,0.0266,133.989,4,Morgan Wallace
Bandaid On A Bullet Hole,Dangerous: The Double Album (Bonus),2021-01-29,234333,71,0.794,0.543,0.48,0.0,0.119,-6.745,0.0301,154.78,3,Morgan Wallace
Sand In My Boots (The Dangerous Sessions) - Bonus,Dangerous: The Double Album (Bonus),2021-01-29,196800,56,0.93,0.411,0.273,0.0,0.118,-8.878,0.0312,140.137,4,Morgan Wallace
Sand In My Boots,Dangerous: The Double Album,2021-01-08,202133,80,0.59,0.403,0.537,0.0,0.112,-6.628,0.031,69.877,4,Morgan Wallace
Wasted On You,Dangerous: The Double Album,2021-01-08,178520,86,0.373,0.505,0.657,0.00107,0.126,-5.24,0.0318,196.0,3,Morgan Wallace
Somebody’s Problem,Dangerous: The Double Album,2021-01-08,161773,74,0.657,0.658,0.538,0.0,0.123,-7.676,0.0289,136.967,4,Morgan Wallace
More Surprised Than Me,Dangerous: The Double Album,2021-01-08,157440,67,0.241,0.516,0.748,0.0,0.123,-6.049,0.0289,85.004,4,Morgan Wallace
865,Dangerous: The Double Album,2021-01-08,190680,73,0.723,0.532,0.584,0.0,0.101,-5.254,0.0248,88.003,4,Morgan Wallace
Warning,Dangerous: The Double Album,2021-01-08,156746,73,0.46,0.633,0.664,0.0,0.108,-5.037,0.0294,115.058,4,Morgan Wallace
Neon Eyes,Dangerous: The Double Album,2021-01-08,226146,67,0.0214,0.576,0.843,8.04e-05,0.157,-5.26,0.029,126.009,4,Morgan Wallace
Outlaw (feat. Ben Burgess),Dangerous: The Double Album,2021-01-08,229746,61,0.572,0.505,0.63,0.0,0.121,-5.758,0.0274,85.036,4,Morgan Wallace
Whiskey’d My Way,Dangerous: The Double Album,2021-01-08,180786,65,0.603,0.443,0.518,0.00225,0.0984,-6.373,0.0266,185.764,3,Morgan Wallace
Wonderin’ Bout The Wind,Dangerous: The Double Album,2021-01-08,182226,67,0.244,0.481,0.715,0.0,0.133,-5.626,0.0334,90.966,4,Morgan Wallace
Your Bartender,Dangerous: The Double Album,2021-01-08,185093,68,0.247,0.555,0.771,7.26e-05,0.149,-5.237,0.0282,139.971,4,Morgan Wallace
Only Thing That’s Gone (feat. Chris Stapleton),Dangerous: The Double Album,2021-01-08,196706,76,0.11,0.5,0.803,2.12e-05,0.296,-4.591,0.032,150.058,4,Morgan Wallace
Cover Me Up,Dangerous: The Double Album,2021-01-08,293706,79,0.232,0.549,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,3,Morgan Wallace
7 Summers,Dangerous: The Double Album,2021-01-08,210506,80,0.417,0.466,0.786,6.1e-05,0.125,-5.13,0.0328,203.903,4,Morgan Wallace
More Than My Hometown,Dangerous: The Double Album,2021-01-08,216573,81,0.615,0.62,0.869,0.0,0.131,-5.479,0.0462,126.019,4,Morgan Wallace
Still Goin Down,Dangerous: The Double Album,2021-01-08,186293,70,0.49,0.58,0.752,0.0,0.277,-5.078,0.0267,148.108,4,Morgan Wallace
"Rednecks, Red Letters, Red Dirt",Dangerous: The Double Album,2021-01-08,185133,62,0.16,0.554,0.752,1.4e-06,0.122,-4.286,0.0249,140.042,4,Morgan Wallace
Dangerous,Dangerous: The Double Album,2021-01-08,147893,73,0.216,0.635,0.772,0.0,0.285,-4.825,0.0279,119.017,4,Morgan Wallace
Beer Don’t,Dangerous: The Double Album,2021-01-08,196080,59,0.0651,0.59,0.855,0.0,0.11,-4.562,0.0358,140.008,4,Morgan Wallace
Blame It On Me,Dangerous: The Double Album,2021-01-08,162666,62,0.541,0.63,0.836,0.0,0.312,-4.591,0.0438,92.98,4,Morgan Wallace
Somethin’ Country,Dangerous: The Double Album,2021-01-08,172626,61,0.169,0.6,0.942,0.0,0.29,-4.441,0.0402,145.981,4,Morgan Wallace
This Bar,Dangerous: The Double Album,2021-01-08,185280,75,0.0921,0.553,0.884,0.00033,0.0463,-5.306,0.0771,110.074,4,Morgan Wallace
Country A$$ Shit,Dangerous: The Double Album,2021-01-08,186186,64,0.0192,0.619,0.927,0.0,0.138,-3.765,0.0346,137.975,4,Morgan Wallace
Whatcha Think Of Country Now,Dangerous: The Double Album,2021-01-08,182426,57,0.0215,0.523,0.966,0.0,0.322,-4.356,0.0355,145.016,4,Morgan Wallace
Me On Whiskey,Dangerous: The Double Album,2021-01-08,210373,67,0.431,0.57,0.657,0.0,0.0777,-4.571,0.0262,142.031,4,Morgan Wallace
Need A Boat,Dangerous: The Double Album,2021-01-08,185866,58,0.0998,0.54,0.896,0.0,0.267,-6.286,0.0333,160.034,4,Morgan Wallace
Silverado For Sale,Dangerous: The Double Album,2021-01-08,224920,69,0.165,0.591,0.778,0.0,0.115,-5.927,0.0292,137.956,4,Morgan Wallace
Heartless - Wallen Album Mix,Dangerous: The Double Album,2021-01-08,169613,66,0.662,0.61,0.641,0.0,0.17,-4.423,0.0289,111.001,4,Morgan Wallace
Livin’ The Dream,Dangerous: The Double Album,2021-01-08,239120,67,0.581,0.621,0.753,0.00605,0.215,-5.904,0.0271,127.035,4,Morgan Wallace
Quittin’ Time,Dangerous: The Double Album,2021-01-08,224546,64,0.461,0.418,0.628,1.99e-06,0.186,-8.493,0.0354,83.926,4,Morgan Wallace
Up Down (feat. Florida Georgia Line),If I Know Me,2018-04-27,197253,75,0.0813,0.589,0.882,0.0,0.146,-3.039,0.035,129.915,4,Morgan Wallace
Happy Hour,If I Know Me,2018-04-27,199840,60,0.162,0.616,0.835,0.0,0.0977,-4.277,0.0354,97.96,4,Morgan Wallace
Had Me By Halftime,If I Know Me,2018-04-27,172080,62,0.109,0.49,0.889,0.0,0.168,-2.94,0.0363,144.089,4,Morgan Wallace
Whiskey Glasses,If I Know Me,2018-04-27,234346,83,0.369,0.614,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4,Morgan Wallace
Whatcha Know 'Bout That,If I Know Me,2018-04-27,194720,57,0.318,0.587,0.888,0.000134,0.0449,-5.062,0.0347,74.022,4,Morgan Wallace
Redneck Love Song,If I Know Me,2018-04-27,189973,60,0.399,0.75,0.835,0.0,0.0421,-4.848,0.0312,140.034,4,Morgan Wallace
Little Rain,If I Know Me,2018-04-27,207173,63,0.184,0.491,0.835,0.0,0.119,-4.272,0.0464,185.956,4,Morgan Wallace
If I Know Me,If I Know Me,2018-04-27,157693,72,0.765,0.777,0.604,6.79e-05,0.11,-5.813,0.12,99.934,4,Morgan Wallace
Chasin' You,If I Know Me,2018-04-27,205453,83,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,4,Morgan Wallace
The Way I Talk,If I Know Me,2018-04-27,208280,77,0.0468,0.604,0.879,0.0,0.0909,-3.388,0.0322,137.983,4,Morgan Wallace
If I Ever Get You Back,If I Know Me,2018-04-27,173960,57,0.0138,0.673,0.876,0.0,0.211,-3.338,0.0345,139.951,4,Morgan Wallace
Gone Girl,If I Know Me,2018-04-27,163453,58,0.287,0.527,0.868,0.0,0.0885,-2.653,0.0416,172.086,4,Morgan Wallace
Not Good At Not,If I Know Me,2018-04-27,185066,64,0.242,0.557,0.814,0.0,0.114,-3.241,0.0325,143.935,4,Morgan Wallace
Talkin' Tennessee,If I Know Me,2018-04-27,221880,73,0.568,0.702,0.711,0.0,0.104,-6.697,0.0248,99.988,4,Morgan Wallace
Fear and Friday's (Poem),Zach Bryan,2023-08-25,107266,68,0.841,0.6,0.41,0.0,0.433,-10.788,0.395,104.337,4,Zach Bryan
Overtime,Zach Bryan,2023-08-25,190946,72,0.0217,0.377,0.72,0.00919,0.138,-7.086,0.0364,142.212,4,Zach Bryan
Summertime's Close,Zach Bryan,2023-08-25,186186,73,0.607,0.469,0.208,1.72e-06,0.127,-9.022,0.0448,81.098,4,Zach Bryan
East Side of Sorrow,Zach Bryan,2023-08-25,209320,78,0.236,0.408,0.607,8.02e-05,0.0972,-7.463,0.0391,144.136,4,Zach Bryan
Hey Driver (feat. The War and Treaty),Zach Bryan,2023-08-25,227466,86,0.494,0.583,0.351,0.0,0.368,-5.836,0.0306,79.014,4,Zach Bryan
Fear and Friday's,Zach Bryan,2023-08-25,171426,76,0.0541,0.523,0.636,2.63e-06,0.0716,-5.813,0.0582,128.785,4,Zach Bryan
Ticking,Zach Bryan,2023-08-25,242200,71,0.718,0.494,0.328,2.91e-06,0.0744,-8.553,0.034,121.834,5,Zach Bryan
